time,animal_id,x,y,average_speed,average_acceleration,direction,m-213,m-504,m-608,m-710,m-906,c-0,c-1,c-2,c-3,c-4,c-5,c-6,c-7,c-8,c-9
20793,m-710,526.1000,779.6000,1.5256,-0.0076,-9.4623,0.0626,0.0337,0.1357,0.0000,0.0850,70,46,33,21,9,5,0,0,0,0
20793,m-906,486.3000,791.9000,1.0452,0.0024,0.0000,0.0609,0.0781,0.0691,0.0850,0.0000,71,47,26,17,9,5,0,0,0,0
20794,m-213,503.3000,792.6000,1.1205,0.0069,-15.9454,0.0000,0.0569,0.0970,0.0765,0.0385,72,48,32,15,9,5,0,0,0,0
20794,m-504,523.1000,758.6000,1.2238,0.0108,-8.1301,0.0569,0.0000,0.1078,0.0555,0.0686,-1,49,35,23,12,1,0,0,0,0
20794,m-608,493.2000,775.9000,0.4616,0.0066,0.0000,0.0970,0.1078,0.0000,0.1500,0.0747,73,51,32,15,9,5,0,0,0,0
20794,m-710,527.3000,779.5000,1.6016,-0.0069,-4.7636,0.0765,0.0555,0.1500,0.0000,0.0907,70,46,33,21,9,5,0,0,0,0
20794,m-906,487.4000,791.8000,1.0207,0.0032,-5.1944,0.0385,0.0686,0.0747,0.0907,0.0000,71,47,26,17,9,5,0,0,0,0
20795,m-213,504.6000,792.1000,1.0520,0.0063,-21.0375,0.0000,0.0658,0.1039,0.1033,0.0627,72,48,32,15,9,5,0,0,0,0
20795,m-504,524.9000,758.4000,1.1155,0.0122,-6.3402,0.0658,0.0000,0.1027,0.0769,0.0683,-1,49,35,23,12,1,0,0,0,0
20795,m-608,494.0000,775.9000,0.3958,0.0048,0.0000,0.1039,0.1027,0.0000,0.1658,0.0773,73,51,32,15,9,5,0,0,0,0
20795,m-710,528.6000,779.5000,1.6709,-0.0079,0.0000,0.1033,0.0769,0.1658,0.0000,0.1012,70,46,33,21,9,5,0,0,0,0
20795,m-906,488.5000,791.8000,0.9888,0.0024,0.0000,0.0627,0.0683,0.0773,0.1012,0.0000,71,47,26,17,9,5,0,0,0,0
20796,m-213,505.9000,791.7000,0.9887,0.0056,-17.1027,0.0000,0.0554,0.0966,0.1071,0.0269,72,48,32,15,9,5,0,0,0,0
20796,m-504,526.7000,758.1000,0.9938,0.0122,-9.4623,0.0554,0.0000,0.0973,0.0994,0.0652,-1,49,35,23,12,1,0,0,0,0
20796,m-608,494.7000,775.9000,0.3481,0.0048,0.0000,0.0966,0.0973,0.0000,0.1817,0.0861,73,51,32,15,9,5,0,0,0,0
20796,m-710,529.8000,779.4000,1.7497,-0.0067,-4.7636,0.1071,0.0994,0.1817,0.0000,0.1138,70,46,33,21,9,5,0,0,0,0
20796,m-906,489.5000,791.6000,0.9649,0.0021,-11.3099,0.0269,0.0652,0.0861,0.1138,0.0000,71,47,26,17,9,5,0,0,0,0
20797,m-213,507.1000,791.3000,0.9322,0.0063,-18.4349,0.0000,0.0563,0.0975,0.1224,0.0293,72,48,32,15,9,5,0,0,0,0
20797,m-504,528.3000,757.8000,0.8723,0.0097,-10.6197,0.0563,0.0000,0.0915,0.1226,0.0662,74,49,35,23,12,1,0,0,0,0
20797,m-608,495.4000,775.9000,0.3005,0.0036,0.0000,0.0975,0.0915,0.0000,0.1957,0.0889,73,51,32,15,9,5,0,0,0,0
20797,m-710,531.1000,779.3000,1.8163,-0.0038,-4.3987,0.1224,0.1226,0.1957,0.0000,0.1237,70,46,33,21,9,5,0,0,0,0
20797,m-906,490.5000,791.4000,0.9436,0.0013,-11.3099,0.0293,0.0662,0.0889,0.1237,0.0000,71,47,26,17,9,5,0,0,0,0
20798,m-213,508.4000,791.0000,0.8695,0.0036,-12.9946,0.0000,0.0527,0.0877,0.1305,0.0338,72,48,32,15,9,5,0,0,0,0
20798,m-504,529.6000,757.5000,0.7749,0.0104,-12.9946,0.0527,0.0000,0.0887,0.1403,0.0728,74,49,35,23,12,1,0,0,0,0
20798,m-608,495.9000,775.9000,0.2646,0.0018,0.0000,0.0877,0.0887,0.0000,0.2048,0.1051,73,51,32,15,9,5,0,0,0,0
20798,m-710,532.6000,779.2000,1.8538,-0.0008,-3.8141,0.1305,0.1403,0.2048,0.0000,0.1376,70,46,33,21,9,5,0,0,0,0
20798,m-906,491.5000,791.0000,0.9302,0.0036,-21.8014,0.0338,0.0728,0.1051,0.1376,0.0000,71,47,26,17,9,5,0,0,0,0
20799,m-213,509.5000,790.8000,0.8339,0.0000,-10.3048,0.0000,0.0564,0.0830,0.1338,0.0270,72,48,32,15,9,5,0,0,0,0
20799,m-504,530.8000,757.2000,0.6712,0.0109,-14.0362,0.0564,0.0000,0.0833,0.1530,0.0716,74,49,35,23,12,1,0,0,0,0
20799,m-608,496.3000,775.9000,0.2470,0.0026,0.0000,0.0830,0.0833,0.0000,0.2088,0.0936,73,51,32,15,9,5,0,0,0,0
20799,m-710,534.3000,779.0000,1.8615,-0.0008,-6.7098,0.1338,0.1530,0.2088,0.0000,0.1355,-1,46,33,21,9,5,0,0,0,0
20799,m-906,492.6000,790.7000,0.8943,0.0018,-15.2551,0.0270,0.0716,0.0936,0.1355,0.0000,71,47,26,17,9,5,0,0,0,0
20800,m-213,510.5000,790.7000,0.8334,-0.0017,-5.7106,0.0000,0.0625,0.0825,0.1347,0.0502,72,48,32,15,9,5,0,0,0,0
20800,m-504,532.1000,757.0000,0.5621,0.0032,-8.7462,0.0625,0.0000,0.0716,0.1661,0.0850,74,49,35,23,12,1,0,0,0,0
20800,m-608,496.7000,775.9000,0.2211,0.0016,0.0000,0.0825,0.0716,0.0000,0.2133,0.1038,73,51,32,15,9,5,0,0,0,0
20800,m-710,536.0000,778.8000,1.8693,-0.0002,-6.7098,0.1347,0.1661,0.2133,0.0000,0.1430,-1,46,33,21,9,5,0,0,0,0
20800,m-906,493.6000,790.3000,0.8761,0.0018,-21.8014,0.0502,0.0850,0.1038,0.1430,0.0000,71,47,26,17,9,5,0,0,0,0
20801,m-213,511.6000,790.7000,0.8507,-0.0052,0.0000,0.0000,0.0764,0.0851,0.1360,0.0704,72,48,32,15,9,5,0,0,0,0
20801,m-504,532.9000,756.8000,0.5296,0.0012,-14.0362,0.0764,0.0000,0.0772,0.1707,0.0823,74,49,35,23,12,1,0,0,0,0
20801,m-608,497.0000,775.9000,0.2053,0.0016,0.0000,0.0851,0.0772,0.0000,0.2169,0.1071,73,51,32,15,9,5,0,0,0,0
20801,m-710,537.7000,778.5000,1.8716,0.0013,-10.0080,0.1360,0.1707,0.2169,0.0000,0.1447,-1,46,33,21,9,5,0,0,0,0
20801,m-906,494.5000,789.9000,0.8582,0.0020,-23.9625,0.0704,0.0823,0.1071,0.1447,0.0000,71,47,26,17,9,5,0,0,0,0
20802,m-213,512.5000,790.7000,0.9028,-0.0068,0.0000,0.0000,0.0809,0.0934,0.1309,0.0708,72,48,32,15,9,5,0,0,0,0
20802,m-504,533.7000,756.6000,0.5179,-0.0041,-14.0362,0.0809,0.0000,0.0779,0.1702,0.0815,74,49,35,23,12,1,0,0,0,0
20802,m-608,497.3000,775.9000,0.1894,0.0032,0.0000,0.0934,0.0779,0.0000,0.2190,0.1065,73,51,32,15,9,5,0,0,0,0
20802,m-710,539.4000,778.1000,1.8582,0.0040,-13.2405,0.1309,0.1702,0.2190,0.0000,0.1438,-1,46,33,21,9,5,0,0,0,0
20802,m-906,495.4000,789.5000,0.8378,0.0005,-23.9625,0.0708,0.0815,0.1065,0.1438,0.0000,71,47,26,17,9,5,0,0,0,0
20803,m-213,513.4000,790.8000,0.9704,-0.0092,6.3402,0.0000,0.0823,0.1261,0.1249,0.1105,72,48,32,15,9,5,0,0,0,0
20803,m-504,534.5000,756.5000,0.5589,-0.0092,-7.1250,0.0823,0.0000,0.0802,0.1608,0.1011,74,49,35,23,12,1,0,0,0,0
20803,m-608,497.6000,775.8000,0.1578,-0.0002,-18.4349,0.1261,0.0802,0.0000,0.2159,0.0941,73,51,32,15,9,5,0,0,0,0
20803,m-710,541.2000,777.7000,1.8180,0.0068,-12.5288,0.1249,0.1608,0.2159,0.0000,0.1475,-1,46,33,21,9,5,0,0,0,0
20803,m-906,496.2000,789.0000,0.8329,0.0008,-32.0054,0.1105,0.1011,0.0941,0.1475,0.0000,71,47,26,17,9,5,0,0,0,0
20804,m-213,514.2000,791.0000,1.0628,-0.0104,14.0362,0.0000,0.1166,0.1230,0.1246,0.1431,72,48,32,15,9,5,0,0,0,0
20804,m-504,535.1000,756.3000,0.6509,-0.0114,-18.4349,0.1166,0.0000,0.0969,0.1409,0.0833,74,49,35,23,12,1,0,0,0,0
20804,m-608,497.8000,775.8000,0.1602,-0.0037,0.0000,0.1230,0.0969,0.0000,0.2114,0.1303,73,51,32,15,9,5,0,0,0,0
20804,m-710,543.1000,777.2000,1.7496,0.0100,-14.7436,0.1246,0.1409,0.2114,0.0000,0.1433,-1,46,33,21,9,5,0,0,0,0
20804,m-906,496.9000,788.5000,0.8250,0.0006,-35.5377,0.1431,0.0833,0.1303,0.1433,0.0000,71,47,26,17,9,5,0,0,0,0
20805,m-213,514.9000,791.1000,1.1670,-0.0097,8.1301,0.0000,0.0991,0.1937,0.1031,0.1423,72,48,32,15,9,5,0,0,0,0
20805,m-504,535.8000,756.1000,0.7649,-0.0164,-15.9454,0.0991,0.0000,0.1211,0.1145,0.0929,74,49,35,23,12,1,0,0,0,0
20805,m-608,497.9000,775.7000,0.1970,-0.0058,-45.0000,0.1937,0.1211,0.0000,0.2064,0.0807,73,51,32,15,9,5,0,0,0,0
20805,m-710,545.0000,776.6000,1.6493,0.0107,-17.5256,0.1031,0.1145,0.2064,0.0000,0.1366,-1,46,33,21,9,5,0,0,0,0
20805,m-906,497.5000,788.0000,0.8190,0.0028,-39.8056,0.1423,0.0929,0.0807,0.1366,0.0000,71,47,26,17,9,5,0,0,0,0
20806,m-213,515.6000,791.3000,1.2642,-0.0091,15.9454,0.0000,0.0979,0.1758,0.1093,0.1678,72,48,32,15,9,5,0,0,0,0
20806,m-504,536.4000,756.0000,0.9288,-0.0202,-9.4623,0.0979,0.0000,0.1118,0.0852,0.1076,74,49,35,23,12,1,0,0,0,0
20806,m-608,498.1000,775.6000,0.2546,-0.0098,-26.5651,0.1758,0.1118,0.0000,0.1749,0.0781,73,51,32,15,9,5,0,0,0,0
20806,m-710,546.9000,776.0000,1.5423,0.0105,-17.5256,0.1093,0.0852,0.1749,0.0000,0.1301,-1,46,33,21,9,5,0,0,0,0
20806,m-906,498.1000,787.5000,0.7909,0.0024,-39.8056,0.1678,0.1076,0.0781,0.1301,0.0000,71,47,26,17,9,5,0,0,0,0
20807,m-213,516.3000,791.3000,1.3555,-0.0087,0.0000,0.0000,0.0716,0.2189,0.0822,0.1133,72,48,32,15,9,5,0,0,0,0
20807,m-504,536.8000,755.9000,1.1311,-0.0237,-14.0362,0.0716,0.0000,0.1777,0.0556,0.0897,74,49,35,23,12,1,0,0,0,0
20807,m-608,498.2000,775.4000,0.3527,-0.0126,-63.4349,0.2189,0.1777,0.0000,0.1866,0.1083,73,51,32,15,9,5,0,0,0,0
20807,m-710,548.7000,775.2000,1.4375,0.0124,-23.9625,0.0822,0.0556,0.1866,0.0000,0.1083,-1,46,33,21,9,5,0,0,0,0
20807,m-906,498.8000,787.1000,0.7668,0.0044,-29.7449,0.1133,0.0897,0.1083,0.1083,0.0000,71,47,26,17,9,5,0,0,0,0
20808,m-213,517.0000,791.2000,1.4429,-0.0085,-8.1301,0.0000,0.0891,0.1616,0.0698,0.1144,72,48,32,15,9,5,0,0,0,0
20808,m-504,537.1000,755.7000,1.3682,-0.0266,-33.6901,0.0891,0.0000,0.1286,0.0386,0.1025,74,49,35,23,12,1,0,0,0,0
20808,m-608,498.3000,775.3000,0.4789,-0.0148,-45.0000,0.1616,0.1286,0.0000,0.1361,0.0496,73,51,32,15,9,5,0,0,0,0
20808,m-710,550.4000,774.4000,1.3136,0.0121,-25.2011,0.0698,0.0386,0.1361,0.0000,0.1021,-1,46,33,21,9,5,0,0,0,0
20808,m-906,499.6000,786.6000,0.7225,0.0028,-32.0054,0.1144,0.1025,0.0496,0.1021,0.0000,71,47,26,17,9,5,0,0,0,0
20809,m-213,517.7000,790.9000,1.5280,-0.0042,-23.1986,0.0000,0.0841,0.1622,0.0658,0.1165,72,48,32,15,9,5,0,0,0,0
20809,m-504,537.3000,755.7000,1.6345,-0.0251,0.0000,0.0841,0.0000,0.2243,0.0971,0.1732,74,49,35,23,12,1,0,0,0,0
20809,m-608,498.4000,775.1000,0.6268,-0.0177,-63.4349,0.1622,0.2243,0.0000,0.1429,0.0679,73,51,32,15,9,5,0,0,0,0
20809,m-710,552.0000,773.6000,1.1931,0.0125,-26.5651,0.0658,0.0971,0.1429,0.0000,0.1002,-1,46,33,21,9,5,0,0,0,0
20809,m-906,500.2000,786.1000,0.6944,0.0039,-39.8056,0.1165,0.1732,0.0679,0.1002,0.0000,71,47,26,17,9,5,0,0,0,0
20810,m-213,518.5000,790.3000,1.5701,-0.0001,-36.8699,0.0000,0.0707,0.1038,0.0858,0.1204,72,48,32,15,9,5,0,0,0,0
20810,m-504,537.5000,755.6000,1.8851,-0.0209,-26.5651,0.0707,0.0000,0.1553,0.1067,0.1657,74,49,35,23,12,1,0,0,0,0
20810,m-608,498.5000,775.0000,0.8038,-0.0188,-45.0000,0.1038,0.1553,0.0000,0.0941,0.0564,73,51,32,15,9,5,0,0,0,0
20810,m-710,553.6000,772.8000,1.0680,0.0121,-26.5651,0.0858,0.1067,0.0941,0.0000,0.0872,-1,46,33,21,9,5,0,0,0,0
20810,m-906,501.0000,785.7000,0.6549,0.0031,-26.5651,0.1204,0.1657,0.0564,0.0872,0.0000,71,47,26,17,9,5,0,0,0,0
20811,m-213,519.4000,789.4000,1.5709,0.0022,-45.0000,0.0000,0.1500,0.0796,0.1014,0.1280,72,48,32,15,9,5,0,0,0,0
20811,m-504,538.0000,755.6000,2.0945,-0.0171,0.0000,0.1500,0.0000,0.1949,0.1703,0.2107,74,49,35,23,12,1,0,0,0,0
20811,m-608,498.6000,774.9000,0.9918,-0.0214,-45.0000,0.0796,0.1949,0.0000,0.0834,0.0642,73,51,32,15,9,5,0,0,0,0
20811,m-710,555.1000,771.9000,0.9470,0.0111,-30.9638,0.1014,0.1703,0.0834,0.0000,0.0821,-1,46,33,21,9,5,0,0,0,0
