time,animal_id,x,y,average_speed,average_acceleration,direction,m-213,m-504,m-608,m-710,m-906,c-0,c-1,c-2,c-3,c-4,c-5,c-6,c-7,c-8,c-9
21677,m-906,124.7000,177.0000,0.6580,0.0026,-90.0000,0.1431,0.2850,0.1337,0.4645,0.0000,123,82,76,55,41,41,18,0,0,0
21678,m-213,162.6000,183.8000,0.2776,0.0022,-135.0000,0.0000,0.4053,0.2543,0.5583,0.1421,117,84,78,53,40,39,0,0,0,0
21678,m-504,173.6000,139.0000,0.7828,-0.0036,7.1250,0.4053,0.0000,0.1547,0.2016,0.2826,115,85,73,49,40,39,0,0,0,0
21678,m-608,160.7000,144.1000,0.7369,0.0050,-48.0128,0.2543,0.1547,0.0000,0.3290,0.1333,124,86,79,53,40,39,0,0,0,0
21678,m-710,105.8000,200.1000,0.4211,0.0031,63.4349,0.5583,0.2016,0.3290,0.0000,0.4300,118,81,77,56,43,43,0,0,0,0
21678,m-906,124.7000,176.2000,0.6318,0.0027,-90.0000,0.1421,0.2826,0.1333,0.4300,0.0000,123,82,76,55,41,41,18,0,0,0
21679,m-213,162.3000,183.7000,0.2560,0.0019,-161.5651,0.0000,0.5321,0.3112,0.6662,0.2290,117,84,78,53,40,39,0,0,0,0
21679,m-504,174.2000,139.3000,0.8187,-0.0024,26.5651,0.5321,0.0000,0.2233,0.1896,0.3161,115,85,73,49,40,39,0,0,0,0
21679,m-608,161.3000,143.3000,0.6869,0.0050,-53.1301,0.3112,0.2233,0.0000,0.3759,0.1046,124,86,79,53,40,39,0,0,0,0
21679,m-710,105.9000,200.5000,0.3898,0.0058,75.9638,0.6662,0.1896,0.3759,0.0000,0.4451,118,81,77,56,43,43,0,0,0,0
21679,m-906,124.8000,175.4000,0.6051,0.0022,-82.8750,0.2290,0.3161,0.1046,0.4451,0.0000,123,82,76,55,41,41,18,0,0,0
21680,m-213,161.9000,183.8000,0.2371,0.0041,165.9638,0.0000,0.4092,0.6043,0.3075,0.6962,117,84,78,53,40,39,0,0,0,0
21680,m-504,174.9000,139.6000,0.8425,-0.0051,23.1986,0.4092,0.0000,0.2046,0.1683,0.3076,115,85,73,49,40,39,0,0,0,0
21680,m-608,161.9000,142.6000,0.6371,0.0044,-49.3987,0.6043,0.2046,0.0000,0.3219,0.1130,124,86,79,53,40,39,0,0,0,0
21680,m-710,106.2000,201.0000,0.3315,0.0047,59.0362,0.3075,0.1683,0.3219,0.0000,0.3987,118,81,77,56,43,43,0,0,0,0
21680,m-906,124.9000,174.6000,0.5827,0.0022,-82.8750,0.6962,0.3076,0.1130,0.3987,0.0000,123,82,76,55,41,41,18,0,0,0
21681,m-213,161.4000,183.9000,0.1961,0.0031,168.6901,0.0000,0.4317,0.6259,0.3527,0.6593,117,84,78,53,40,39,0,0,0,0
21681,m-504,175.8000,139.9000,0.8933,-0.0074,18.4349,0.4317,0.0000,0.2072,0.1602,0.2537,115,85,73,49,40,39,0,0,0,0
21681,m-608,162.4000,141.9000,0.5935,0.0040,-54.4623,0.6259,0.2072,0.0000,0.2990,0.0724,124,86,79,53,40,39,0,0,0,0
21681,m-710,106.6000,201.4000,0.2850,0.0038,45.0000,0.3527,0.1602,0.2990,0.0000,0.3163,118,81,77,56,43,43,0,0,0,0
21681,m-906,125.2000,173.9000,0.5604,0.0004,-66.8014,0.6593,0.2537,0.0724,0.3163,0.0000,123,82,76,55,41,41,18,0,0,0
21682,m-213,161.0000,184.1000,0.1656,0.0014,153.4349,0.0000,0.3486,0.5888,0.2733,0.6590,117,84,78,53,40,39,0,0,0,0
21682,m-504,176.5000,140.4000,0.9672,-0.0088,35.5377,0.3486,0.0000,0.2616,0.1640,0.3403,115,85,73,49,40,39,0,0,0,0
21682,m-608,162.8000,141.3000,0.5531,0.0032,-56.3099,0.5888,0.2616,0.0000,0.3407,0.0956,124,86,79,53,40,39,0,0,0,0
21682,m-710,106.9000,201.9000,0.2467,0.0042,59.0362,0.2733,0.1640,0.3407,0.0000,0.3969,118,81,77,56,43,43,0,0,0,0
21682,m-906,125.3000,173.2000,0.5568,-0.0019,-81.8699,0.6590,0.3403,0.0956,0.3969,0.0000,123,82,76,55,41,41,18,0,0,0
21683,m-213,160.7000,184.3000,0.1519,0.0002,146.3099,0.0000,0.3508,0.5553,0.2745,0.6018,117,84,78,53,40,39,0,0,0,0
21683,m-504,177.4000,140.9000,1.0553,-0.0119,29.0546,0.3508,0.0000,0.2344,0.1726,0.2885,115,85,73,49,40,39,0,0,0,0
21683,m-608,163.2000,140.8000,0.5207,0.0046,-51.3402,0.5553,0.2344,0.0000,0.3082,0.0797,124,86,79,53,40,39,0,0,0,0
21683,m-710,107.3000,202.4000,0.2050,0.0040,51.3402,0.2745,0.1726,0.3082,0.0000,0.3392,118,81,77,56,43,43,0,0,0,0
21683,m-906,125.5000,172.7000,0.5758,-0.0027,-68.1986,0.6018,0.2885,0.0797,0.3392,0.0000,123,82,76,55,41,41,18,0,0,0
21684,m-213,160.5000,184.4000,0.1495,-0.0019,153.4349,0.0000,0.3432,0.5715,0.2887,0.6218,117,84,78,53,40,39,0,0,0,0
21684,m-504,178.2000,141.6000,1.1747,-0.0164,41.1859,0.3432,0.0000,0.2699,0.1781,0.3227,115,85,73,49,40,39,0,0,0,0
21684,m-608,163.7000,140.2000,0.4742,0.0040,-50.1944,0.5715,0.2699,0.0000,0.3101,0.0832,124,86,79,53,40,39,0,0,0,0
21684,m-710,107.6000,202.8000,0.1650,0.0028,53.1301,0.2887,0.1781,0.3101,0.0000,0.3454,118,81,77,56,43,43,0,0,0,0
21684,m-906,125.7000,172.2000,0.6025,-0.0027,-68.1986,0.6218,0.3227,0.0832,0.3454,0.0000,123,82,76,55,41,41,18,0,0,0
21685,m-213,160.3000,184.5000,0.1684,-0.0022,153.4349,0.0000,0.3281,0.5881,0.3106,0.5965,117,84,78,53,40,39,0,0,0,0
21685,m-504,178.7000,142.2000,1.3382,-0.0191,50.1944,0.3281,0.0000,0.3181,0.1935,0.3264,115,85,73,49,40,39,0,0,0,0
21685,m-608,164.1000,139.6000,0.4337,0.0017,-56.3099,0.5881,0.3181,0.0000,0.3051,0.0695,124,86,79,53,40,39,0,0,0,0
21685,m-710,107.9000,203.1000,0.1367,0.0016,45.0000,0.3106,0.1935,0.3051,0.0000,0.3000,118,81,77,56,43,43,0,0,0,0
21685,m-906,126.0000,171.7000,0.6297,-0.0032,-59.0362,0.5965,0.3264,0.0695,0.3000,0.0000,123,82,76,55,41,41,18,0,0,0
21686,m-213,160.2000,184.6000,0.1903,-0.0045,135.0000,0.0000,0.1850,0.5444,0.2308,0.5710,117,84,78,53,40,39,0,0,0,0
21686,m-504,178.5000,142.6000,1.5295,-0.0197,116.5651,0.1850,0.0000,0.5089,0.2716,0.5316,115,85,73,49,40,39,0,0,0,0
21686,m-608,164.4000,139.1000,0.4166,0.0032,-59.0362,0.5444,0.5089,0.0000,0.3418,0.0760,124,86,79,53,40,39,0,0,0,0
21686,m-710,108.1000,203.4000,0.1206,0.0000,56.3099,0.2308,0.2716,0.3418,0.0000,0.3566,118,81,77,56,43,43,0,0,0,0
21686,m-906,126.2000,171.2000,0.6613,-0.0039,-68.1986,0.5710,0.5316,0.0760,0.3566,0.0000,123,82,76,55,41,41,18,0,0,0
21687,m-213,160.2000,184.6000,0.2350,-0.0040,0.0000,0.0000,0.4521,0.1561,0.1451,0.1659,117,84,78,53,40,39,0,0,0,0
21687,m-504,178.2000,142.8000,1.7269,-0.0123,146.3099,0.4521,0.0000,0.5759,0.3667,0.5752,115,85,73,49,40,39,0,0,0,0
21687,m-608,164.8000,138.6000,0.3842,0.0009,-51.3402,0.1561,0.5759,0.0000,0.2925,0.0762,124,86,79,53,40,39,0,0,0,0
21687,m-710,108.2000,203.5000,0.1206,-0.0020,45.0000,0.1451,0.3667,0.2925,0.0000,0.2869,118,81,77,56,43,43,0,0,0,0
21687,m-906,126.5000,170.8000,0.7007,-0.0032,-53.1301,0.1659,0.5752,0.0762,0.2869,0.0000,123,82,76,55,41,41,18,0,0,0
21688,m-213,160.3000,184.7000,0.2747,-0.0063,45.0000,0.0000,0.4132,0.2802,0.1455,0.3239,117,84,78,53,40,39,0,0,0,0
21688,m-504,177.3000,142.9000,1.8503,-0.0069,173.6598,0.4132,0.0000,0.6583,0.5421,0.6921,115,85,73,49,40,39,0,0,0,0
21688,m-608,165.1000,138.2000,0.3754,0.0030,-53.1301,0.2802,0.6583,0.0000,0.1880,0.0892,124,86,79,53,40,39,0,0,0,0
21688,m-710,108.2000,203.5000,0.1406,-0.0018,0.0000,0.1455,0.5421,0.1880,0.0000,0.2097,118,81,77,56,43,43,0,0,0,0
21688,m-906,126.7000,170.3000,0.7323,-0.0013,-68.1986,0.3239,0.6921,0.0892,0.2097,0.0000,123,82,76,55,41,41,18,0,0,0
21689,m-213,160.4000,184.7000,0.3375,-0.0041,0.0000,0.0000,0.4684,0.1601,0.2618,0.2024,117,84,78,53,40,39,0,0,0,0
21689,m-504,176.4000,142.4000,1.9194,-0.0028,-150.9454,0.4684,0.0000,0.3365,0.7163,0.2830,115,85,73,49,40,39,0,0,0,0
21689,m-608,165.4000,137.8000,0.3454,0.0028,-53.1301,0.1601,0.3365,0.0000,0.4150,0.0921,124,86,79,53,40,39,0,0,0,0
21689,m-710,108.2000,203.6000,0.1589,-0.0032,90.0000,0.2618,0.7163,0.4150,0.0000,0.4495,118,81,77,56,43,43,0,0,0,0
21689,m-906,126.9000,169.8000,0.7455,-0.0014,-68.1986,0.2024,0.2830,0.0921,0.4495,0.0000,123,82,76,55,41,41,18,0,0,0
21690,m-213,160.6000,184.8000,0.3784,-0.0063,26.5651,0.0000,0.4740,0.2088,0.1060,0.2478,117,84,78,53,40,39,0,0,0,0
21690,m-504,175.8000,141.6000,1.9475,0.0060,-126.8699,0.4740,0.0000,0.3063,0.4328,0.2511,115,85,73,49,40,39,0,0,0,0
21690,m-608,165.7000,137.5000,0.3171,-0.0002,-45.0000,0.2088,0.3063,0.0000,0.1698,0.0937,124,86,79,53,40,39,0,0,0,0
21690,m-710,108.2000,203.6000,0.1906,-0.0022,0.0000,0.1060,0.4328,0.1698,0.0000,0.1862,118,81,77,56,43,43,0,0,0,0
21690,m-906,127.2000,169.3000,0.7593,-0.0004,-59.0362,0.2478,0.2511,0.0937,0.1862,0.0000,123,82,76,55,41,41,18,0,0,0
21691,m-213,160.7000,184.8000,0.4412,-0.0047,0.0000,0.0000,0.3515,0.1406,0.5074,0.2000,117,84,78,53,40,39,0,0,0,0
21691,m-504,175.4000,140.2000,1.8879,0.0124,-105.9454,0.3515,0.0000,0.2598,0.8323,0.1900,115,85,73,49,40,39,0,0,0,0
21691,m-608,166.0000,137.2000,0.3194,-0.0022,-45.0000,0.1406,0.2598,0.0000,0.6372,0.1070,124,86,79,53,40,39,0,0,0,0
21691,m-710,108.1000,203.6000,0.2122,-0.0012,180.0000,0.5074,0.8323,0.6372,0.0000,0.6967,118,81,77,56,43,43,0,0,0,0
21691,m-906,127.4000,168.8000,0.7638,0.0009,-68.1986,0.2000,0.1900,0.1070,0.6967,0.0000,123,82,76,55,41,41,18,0,0,0
21692,m-213,160.6000,184.7000,0.4879,-0.0029,-135.0000,0.0000,0.2124,0.3311,0.8810,0.2077,117,84,78,53,40,39,0,0,0,0
21692,m-504,175.4000,138.6000,1.7640,0.0141,-90.0000,0.2124,0.0000,0.2675,0.7858,0.1634,-1,85,73,49,40,39,0,0,0,0
21692,m-608,166.3000,137.1000,0.3417,-0.0049,-18.4349,0.3311,0.2675,0.0000,0.5647,0.1500,124,86,79,53,40,39,0,0,0,0
21692,m-710,107.9000,203.6000,0.2238,-0.0008,180.0000,0.8810,0.7858,0.5647,0.0000,0.6833,118,81,77,56,43,43,0,0,0,0
21692,m-906,127.7000,168.2000,0.7550,0.0016,-63.4349,0.2077,0.1634,0.1500,0.6833,0.0000,123,82,76,55,41,41,18,0,0,0
21693,m-213,160.4000,184.8000,0.5165,-0.0040,153.4349,0.0000,0.6788,0.4830,0.8586,0.6361,117,84,78,53,40,39,0,0,0,0
21693,m-504,175.6000,136.7000,1.6229,0.0190,-83.9910,0.6788,0.0000,0.2393,0.2880,0.1357,-1,85,73,49,40,39,0,0,0,0
21693,m-608,166.6000,137.0000,0.3907,-0.0077,-18.4349,0.4830,0.2393,0.0000,0.3938,0.1731,124,86,79,53,40,39,0,0,0,0
21693,m-710,107.7000,203.5000,0.2314,-0.0035,-153.4349,0.8586,0.2880,0.3938,0.0000,0.2362,118,81,77,56,43,43,0,0,0,0
21693,m-906,127.9000,167.5000,0.7388,0.0038,-74.0546,0.6361,0.1357,0.1731,0.2362,0.0000,123,82,76,55,41,41,18,0,0,0
21694,m-213,160.2000,184.8000,0.5565,-0.0029,180.0000,0.0000,0.7280,0.5564,0.0810,0.6711,117,84,78,53,40,39,0,0,0,0
21694,m-504,176.1000,134.5000,1.4334,0.0222,-77.1957,0.7280,0.0000,0.2038,0.7419,0.1274,-1,85,73,49,40,39,0,0,0,0
21694,m-608,166.9000,136.9000,0.4672,-0.0089,-18.4349,0.5564,0.2038,0.0000,0.5652,0.1357,124,86,79,53,40,39,0,0,0,0
21694,m-710,107.6000,203.5000,0.2662,-0.0036,180.0000,0.0810,0.7419,0.5652,0.0000,0.6736,118,81,77,56,43,43,0,0,0,0
21694,m-906,128.3000,166.8000,0.7006,0.0035,-60.2551,0.6711,0.1274,0.1357,0.6736,0.0000,123,82,76,55,41,41,18,0,0,0
21695,m-213,159.8000,184.7000,0.5860,-0.0046,-165.9638,0.0000,0.2991,0.5174,0.1179,0.2731,117,84,78,53,40,39,0,0,0,0
21695,m-504,177.1000,132.3000,1.2117,0.0216,-65.5560,0.2991,0.0000,0.2483,0.2588,0.1032,-1,-1,73,49,40,39,0,0,0,0
21695,m-608,167.2000,137.0000,0.5560,-0.0101,18.4349,0.5174,0.2483,0.0000,0.4439,0.2530,124,86,79,53,40,39,0,0,0,0
21695,m-710,107.5000,203.4000,0.3020,-0.0044,-135.0000,0.1179,0.2588,0.4439,0.0000,0.1962,118,81,77,56,43,43,0,0,0,0
21695,m-906,128.6000,166.0000,0.6651,0.0043,-69.4440,0.2731,0.1032,0.2530,0.1962,0.0000,123,82,76,55,41,41,18,0,0,0
21696,m-213,159.5000,184.5000,0.6324,-0.0047,-146.3099,0.0000,0.2725,0.4510,0.9125,0.2192,117,84,78,53,40,39,0,0,0,0
21696,m-504,178.5000,130.4000,0.9957,0.0211,-53.6156,0.2725,0.0000,0.1939,0.6690,0.1015,-1,-1,73,49,40,39,0,0,0,0
21696,m-608,167.6000,137.1000,0.6569,-0.0143,14.0362,0.4510,0.1939,0.0000,0.4782,0.2407,124,86,79,53,40,39,0,0,0,0
21696,m-710,107.3000,203.4000,0.3460,-0.0053,180.0000,0.9125,0.6690,0.4782,0.0000,0.6980,118,81,77,56,43,43,0,0,0,0
21696,m-906,128.9000,165.2000,0.6221,0.0039,-69.4440,0.2192,0.1015,0.2407,0.6980,0.0000,123,82,76,55,41,41,18,0,0,0
21697,m-213,159.1000,184.3000,0.6799,-0.0063,-153.4349,0.0000,0.3166,0.4830,0.8074,0.2552,117,84,78,53,40,39,0,0,0,0
21697,m-504,180.2000,128.8000,0.7846,0.0186,-43.2643,0.3166,0.0000,0.1730,0.5169,0.1014,-1,87,73,49,40,39,0,0,0,0
21697,m-608,167.9000,137.2000,0.8002,-0.0138,18.4349,0.4830,0.1730,0.0000,0.3486,0.2377,124,86,79,53,40,39,0,0,0,0
21697,m-710,107.2000,203.5000,0.3990,-0.0053,135.0000,0.8074,0.5169,0.3486,0.0000,0.5562,118,81,77,56,43,43,0,0,0,0
21697,m-906,129.3000,164.4000,0.5827,0.0041,-63.4349,0.2552,0.1014,0.2377,0.5562,0.0000,123,82,76,55,41,41,18,0,0,0
21698,m-213,158.6000,184.1000,0.7431,-0.0032,-158.1986,0.0000,0.3461,0.4843,0.6960,0.2527,117,84,78,53,40,39,0,0,0,0
21698,m-504,181.9000,127.5000,0.5989,0.0136,-37.4054,0.3461,0.0000,0.1510,0.3813,0.1217,-1,87,73,49,40,39,0,0,0,0
21698,m-608,168.3000,137.3000,0.9379,-0.0170,14.0362,0.4843,0.1510,0.0000,0.2493,0.2454,124,86,79,53,40,39,0,0,0,0
21698,m-710,107.2000,203.7000,0.4518,-0.0054,90.0000,0.6960,0.3813,0.2493,0.0000,0.4482,118,81,77,56,43,43,0,0,0,0
21698,m-906,129.6000,163.6000,0.5420,0.0035,-69.4440,0.2527,0.1217,0.2454,0.4482,0.0000,123,82,76,55,41,41,18,0,0,0
21699,m-213,157.9000,183.9000,0.7747,-0.0051,-164.0546,0.0000,0.3691,0.4630,0.8367,0.2859,117,84,78,53,40,39,0,0,0,0
21699,m-504,183.3000,126.5000,0.4629,0.0083,-35.5377,0.3691,0.0000,0.1299,0.4955,0.1145,125,87,73,49,40,39,0,0,0,0
21699,m-608,168.5000,137.3000,1.1076,-0.0168,0.0000,0.4630,0.1299,0.0000,0.4011,0.2012,124,86,79,53,40,39,0,0,0,0
21699,m-710,107.0000,203.9000,0.5060,-0.0039,135.0000,0.8367,0.4955,0.4011,0.0000,0.5560,118,81,77,56,43,43,0,0,0,0
21699,m-906,129.9000,163.0000,0.5065,0.0040,-63.4349,0.2859,0.1145,0.2012,0.5560,0.0000,123,82,76,55,41,41,18,0,0,0
21700,m-213,157.3000,183.7000,0.8255,-0.0044,-161.5651,0.0000,0.3566,0.3353,0.7562,0.2999,117,84,78,53,40,39,0,0,0,0
21700,m-504,184.3000,125.7000,0.3796,0.0036,-38.6598,0.3566,0.0000,0.1163,0.4344,0.0985,125,87,73,49,40,39,0,0,0,0
21700,m-608,168.6000,137.2000,1.2759,-0.0126,-45.0000,0.3353,0.1163,0.0000,0.4527,0.1216,124,86,79,53,40,39,0,0,0,0
21700,m-710,106.9000,204.2000,0.5451,-0.0028,108.4349,0.7562,0.4344,0.4527,0.0000,0.4632,118,81,77,56,43,43,0,0,0,0
21700,m-906,130.3000,162.4000,0.4660,0.0038,-56.3099,0.2999,0.0985,0.1216,0.4632,0.0000,123,82,76,55,41,41,18,0,0,0
21701,m-213,156.6000,183.5000,0.8697,-0.0063,-164.0546,0.0000,0.3735,0.2948,0.9105,0.3009,117,84,78,53,40,39,0,0,0,0
21701,m-504,185.0000,125.2000,0.3435,0.0000,-35.5377,0.3735,0.0000,0.1556,0.5684,0.1079,125,87,73,49,40,39,0,0,0,0
21701,m-608,168.8000,136.8000,1.4015,-0.0087,-63.4349,0.2948,0.1556,0.0000,0.6463,0.1360,124,86,79,53,40,39,0,0,0,0
21701,m-710,106.6000,204.3000,0.5734,-0.0029,161.5651,0.9105,0.5684,0.6463,0.0000,0.6180,118,81,77,56,43,43,0,0,0,0
21701,m-906,130.6000,161.9000,0.4277,0.0028,-59.0362,0.3009,0.1079,0.1360,0.6180,0.0000,123,82,76,55,41,41,18,0,0,0
21702,m-213,156.0000,183.4000,0.9326,-0.0073,-170.5377,0.0000,0.3973,0.3001,0.9286,0.3206,117,84,78,53,40,39,0,0,0,0
21702,m-504,185.3000,125.0000,0.3435,0.0008,-33.6901,0.3973,0.0000,0.1744,0.5638,0.1106,125,87,73,49,40,39,0,0,0,0
21702,m-608,169.0000,136.3000,1.4880,-0.0030,-68.1986,0.3001,0.1744,0.0000,0.6605,0.1507,124,86,79,53,40,39,0,0,0,0
21702,m-710,106.3000,204.4000,0.6026,-0.0020,161.5651,0.9286,0.5638,0.6605,0.0000,0.6183,118,81,77,56,43,43,0,0,0,0
21702,m-906,130.9000,161.4000,0.3994,0.0025,-59.0362,0.3206,0.1106,0.1507,0.6183,0.0000,123,82,76,55,41,41,18,0,0,0
21703,m-213,155.5000,183.3000,1.0053,-0.0044,-168.6901,0.0000,0.3862,0.3154,0.9749,0.3560,117,84,78,53,40,39,0,0,0,0
21703,m-504,185.7000,124.7000,0.3360,0.0026,-36.8699,0.3862,0.0000,0.1636,0.6225,0.0879,125,87,73,49,40,39,0,0,0,0
21703,m-608,169.4000,135.6000,1.5178,0.0035,-60.2551,0.3154,0.1636,0.0000,0.6893,0.1606,124,86,79,53,40,39,0,0,0,0
21703,m-710,106.0000,204.4000,0.6226,-0.0015,180.0000,0.9749,0.6225,0.6893,0.0000,0.6309,118,81,77,56,43,43,0,0,0,0
21703,m-906,131.3000,161.0000,0.3744,0.0020,-45.0000,0.3560,0.0879,0.1606,0.6309,0.0000,123,82,76,55,41,41,18,0,0,0
21704,m-213,154.9000,183.3000,1.0497,-0.0020,180.0000,0.0000,0.6085,0.6637,0.9328,0.6341,117,84,78,53,40,39,0,0,0,0
21704,m-504,186.0000,124.5000,0.3099,0.0010,-33.6901,0.6085,0.0000,0.1615,0.3667,0.0906,125,87,73,49,40,39,0,0,0,0
21704,m-608,170.0000,134.7000,1.4825,0.0067,-56.3099,0.6637,0.1615,0.0000,0.3153,0.1566,124,86,79,53,40,39,0,0,0,0
21704,m-710,105.6000,204.2000,0.6379,-0.0011,-153.4349,0.9328,0.3667,0.3153,0.0000,0.3111,118,81,77,56,43,43,0,0,0,0
21704,m-906,131.6000,160.7000,0.3544,0.0036,-45.0000,0.6341,0.0906,0.1566,0.3111,0.0000,123,82,76,55,41,41,18,0,0,0
21705,m-213,154.2000,183.4000,1.0695,0.0019,171.8699,0.0000,0.4960,0.6187,0.8817,0.5904,117,84,78,53,40,39,0,0,0,0
21705,m-504,186.2000,124.5000,0.2999,0.0006,0.0000,0.4960,0.0000,0.1954,0.4271,0.1329,125,87,73,49,40,39,0,0,0,0
21705,m-608,170.8000,133.8000,1.4159,0.0106,-48.3665,0.6187,0.1954,0.0000,0.3072,0.1536,124,86,79,53,40,39,0,0,0,0
21705,m-710,105.2000,203.9000,0.6487,-0.0007,-143.1301,0.8817,0.4271,0.3072,0.0000,0.3061,118,81,77,56,43,43,0,0,0,0
21705,m-906,132.0000,160.4000,0.3185,0.0020,-36.8699,0.5904,0.1329,0.1536,0.3061,0.0000,123,82,76,55,41,41,18,0,0,0
21706,m-213,153.4000,183.6000,1.0503,0.0052,165.9638,0.0000,0.4799,0.5769,0.8250,0.5965,117,84,78,53,40,39,0,0,0,0
21706,m-504,186.4000,124.5000,0.2940,-0.0009,0.0000,0.4799,0.0000,0.1691,0.3900,0.1509,125,87,73,49,40,39,0,0,0,0
21706,m-608,171.9000,132.9000,1.3098,0.0145,-39.2894,0.5769,0.1691,0.0000,0.2908,0.1419,124,86,79,53,40,39,0,0,0,0
21706,m-710,104.8000,203.4000,0.6554,-0.0014,-128.6598,0.8250,0.3900,0.2908,0.0000,0.2464,118,81,77,56,43,43,0,0,0,0
21706,m-906,132.3000,160.1000,0.2985,0.0014,-45.0000,0.5965,0.1509,0.1419,0.2464,0.0000,123,82,76,55,41,41,18,0,0,0
21707,m-213,152.5000,183.8000,0.9981,0.0095,167.4712,0.0000,0.3152,0.5578,0.7951,0.5775,117,84,78,53,40,39,0,0,0,0
21707,m-504,186.5000,124.7000,0.3033,-0.0026,63.4349,0.3152,0.0000,0.2848,0.5244,0.2916,125,87,73,49,40,39,0,0,0,0
21707,m-608,173.4000,132.0000,1.1649,0.0147,-30.9638,0.5578,0.2848,0.0000,0.2776,0.1284,-1,86,79,53,40,39,0,0,0,0
21707,m-710,104.5000,202.8000,0.6690,-0.0007,-116.5651,0.7951,0.5244,0.2776,0.0000,0.2367,118,81,77,56,43,43,0,0,0,0
21707,m-906,132.7000,159.8000,0.2845,0.0022,-36.8699,0.5775,0.2916,0.1284,0.2367,0.0000,123,82,76,55,41,41,18,0,0,0
21708,m-213,151.4000,184.2000,0.9034,0.0084,160.0169,0.0000,0.3403,0.5253,0.7442,0.5274,117,84,78,53,40,39,0,0,0,0
21708,m-504,186.7000,124.9000,0.3289,-0.0049,45.0000,0.3403,0.0000,0.2179,0.4473,0.2160,125,87,73,49,40,39,0,0,0,0
21708,m-608,175.0000,131.2000,1.0177,0.0158,-26.5651,0.5253,0.2179,0.0000,0.2599,0.1151,-1,86,79,53,40,39,0,0,0,0
21708,m-710,104.3000,202.1000,0.6762,0.0002,-105.9454,0.7442,0.4473,0.2599,0.0000,0.2366,118,81,77,56,43,43,0,0,0,0
21708,m-906,133.1000,159.6000,0.2621,0.0009,-26.5651,0.5274,0.2160,0.1151,0.2366,0.0000,123,82,76,55,41,41,18,0,0,0
21709,m-213,150.4000,184.5000,0.8190,0.0092,163.3008,0.0000,0.3162,0.5122,0.7476,0.5126,117,84,78,53,40,39,0,0,0,0
21709,m-504,186.9000,125.2000,0.3783,-0.0072,56.3099,0.3162,0.0000,0.2172,0.4713,0.2245,125,87,73,49,40,39,0,0,0,0
21709,m-608,176.8000,130.6000,0.8595,0.0151,-18.4349,0.5122,0.2172,0.0000,0.2732,0.1016,-1,86,79,53,40,39,0,0,0,0
21709,m-710,104.1000,201.3000,0.6737,-0.0009,-104.0362,0.7476,0.4713,0.2732,0.0000,0.2530,118,81,77,56,43,43,0,0,0,0
21709,m-906,133.4000,159.5000,0.2529,0.0017,-18.4349,0.5126,0.2245,0.1016,0.2530,0.0000,123,82,76,55,41,41,18,0,0,0
21710,m-213,149.3000,184.8000,0.7274,0.0107,164.7449,0.0000,0.3971,0.4918,0.7349,0.5154,117,84,78,53,40,39,0,0,0,0
21710,m-504,187.3000,125.4000,0.4506,-0.0125,26.5651,0.3971,0.0000,0.1062,0.3777,0.1523,125,87,73,49,40,39,0,0,0,0
21710,m-608,178.6000,130.3000,0.7087,0.0140,-9.4623,0.4918,0.1062,0.0000,0.2805,0.0946,-1,86,79,53,40,39,0,0,0,0
21710,m-710,104.0000,200.6000,0.6830,-0.0031,-98.1301,0.7349,0.3777,0.2805,0.0000,0.2382,118,81,77,56,43,43,0,0,0,0
21710,m-906,133.7000,159.4000,0.2354,0.0010,-18.4349,0.5154,0.1523,0.0946,0.2382,0.0000,123,82,76,55,41,41,18,0,0,0
21711,m-213,148.2000,185.2000,0.6203,0.0114,160.0169,0.0000,0.3553,0.4625,0.6991,0.4501,117,84,78,53,40,39,0,0,0,0
21711,m-504,187.7000,125.7000,0.5752,-0.0173,36.8699,0.3553,0.0000,0.1126,0.3824,0.1387,125,87,73,49,40,39,0,0,0,0
21711,m-608,180.3000,130.2000,0.5684,0.0110,-3.3665,0.4625,0.1126,0.0000,0.2766,0.0836,126,86,79,53,40,39,0,0,0,0
21711,m-710,104.0000,200.0000,0.7135,-0.0031,-90.0000,0.6991,0.3824,0.2766,0.0000,0.2662,118,81,77,56,43,43,0,0,0,0
21711,m-906,133.9000,159.4000,0.2254,0.0016,0.0000,0.4501,0.1387,0.0836,0.2662,0.0000,123,82,76,55,41,41,18,0,0,0
21712,m-213,147.0000,185.5000,0.5066,0.0114,165.9638,0.0000,0.3814,0.4588,0.6897,0.4653,117,84,78,53,40,39,0,0,0,0
21712,m-504,188.0000,125.9000,0.7480,-0.0193,33.6901,0.3814,0.0000,0.0906,0.3495,0.1418,125,87,73,49,40,39,0,0,0,0
21712,m-608,181.7000,130.3000,0.4580,0.0079,4.0856,0.4588,0.0906,0.0000,0.2738,0.0795,126,86,79,53,40,39,0,0,0,0
21712,m-710,104.1000,199.4000,0.7449,-0.0041,-80.5377,0.6897,0.3495,0.2738,0.0000,0.2429,118,81,77,56,43,43,0,0,0,0
21712,m-906,134.2000,159.4000,0.2095,0.0022,0.0000,0.4653,0.1418,0.0795,0.2429,0.0000,123,82,76,55,41,41,18,0,0,0
21713,m-213,145.8000,185.8000,0.3929,0.0084,165.9638,0.0000,0.3567,0.4560,0.7169,0.4134,117,84,78,53,40,39,0,0,0,0
21713,m-504,188.3000,126.2000,0.9409,-0.0225,45.0000,0.3567,0.0000,0.1316,0.4032,0.1452,125,87,73,49,40,39,0,0,0,0
